"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"alex karaban","1K+","April 29, 2025 at 9:10:00 AM UTC-6","April 29, 2025 at 10:50:00 AM UTC-6","alex karaban","https://trends.google.com/trends/explore?q=alex%20karaban&geo=US&hl=en-US"
"cal stevenson","500+","May 2, 2025 at 6:00:00 PM UTC-6","May 2, 2025 at 7:10:00 PM UTC-6","cal stevenson","https://trends.google.com/trends/explore?q=cal%20stevenson&geo=US&hl=en-US"
"matt chapman","500+","May 3, 2025 at 4:10:00 PM UTC-6","May 3, 2025 at 5:20:00 PM UTC-6","matt chapman","https://trends.google.com/trends/explore?q=matt%20chapman&geo=US&hl=en-US"
"tv app","1K+","April 30, 2025 at 8:40:00 PM UTC-6","April 30, 2025 at 11:30:00 PM UTC-6","tv app","https://trends.google.com/trends/explore?q=tv%20app&geo=US&hl=en-US"
"michele morrone","500+","May 1, 2025 at 7:30:00 PM UTC-6","May 1, 2025 at 9:30:00 PM UTC-6","michele morrone","https://trends.google.com/trends/explore?q=michele%20morrone&geo=US&hl=en-US"
"jeff probst","200+","May 3, 2025 at 10:10:00 PM UTC-6","May 3, 2025 at 11:10:00 PM UTC-6","jeff probst","https://trends.google.com/trends/explore?q=jeff%20probst&geo=US&hl=en-US"
"morgan wade","500+","May 1, 2025 at 3:40:00 AM UTC-6","May 1, 2025 at 6:20:00 AM UTC-6","morgan wade","https://trends.google.com/trends/explore?q=morgan%20wade&geo=US&hl=en-US"
"yuli gurriel","1K+","April 29, 2025 at 4:50:00 PM UTC-6","April 29, 2025 at 6:40:00 PM UTC-6","yuli gurriel","https://trends.google.com/trends/explore?q=yuli%20gurriel&geo=US&hl=en-US"
"kristian campbell","1K+","April 29, 2025 at 5:50:00 PM UTC-6","April 30, 2025 at 4:10:00 AM UTC-6","kristian campbell","https://trends.google.com/trends/explore?q=kristian%20campbell&geo=US&hl=en-US"
"jackboys 2 release date","500+","April 30, 2025 at 9:10:00 PM UTC-6","April 30, 2025 at 11:30:00 PM UTC-6","jackboys 2 release date","https://trends.google.com/trends/explore?q=jackboys%202%20release%20date&geo=US&hl=en-US"
"child care","2K+","April 29, 2025 at 7:20:00 PM UTC-6","April 29, 2025 at 8:20:00 PM UTC-6","child care","https://trends.google.com/trends/explore?q=child%20care&geo=US&hl=en-US"
"arsene wenger","1K+","April 29, 2025 at 1:30:00 PM UTC-6","April 29, 2025 at 2:40:00 PM UTC-6","arsene wenger","https://trends.google.com/trends/explore?q=arsene%20wenger&geo=US&hl=en-US"
"los angeles weather","500+","May 3, 2025 at 11:50:00 AM UTC-6","May 3, 2025 at 12:50:00 PM UTC-6","los angeles weather","https://trends.google.com/trends/explore?q=los%20angeles%20weather&geo=US&hl=en-US"
"kraft mac and cheese necklace","500+","May 2, 2025 at 4:00:00 PM UTC-6","May 2, 2025 at 5:00:00 PM UTC-6","kraft mac and cheese necklace","https://trends.google.com/trends/explore?q=kraft%20mac%20and%20cheese%20necklace&geo=US&hl=en-US"
"palmeiras","500+","May 4, 2025 at 3:00:00 PM UTC-6","May 4, 2025 at 3:30:00 PM UTC-6","palmeiras,vasco da gama vs palmeiras","https://trends.google.com/trends/explore?q=palmeiras&geo=US&hl=en-US"
"steve bannon","1K+","April 30, 2025 at 5:40:00 AM UTC-6","April 30, 2025 at 7:50:00 PM UTC-6","steve bannon","https://trends.google.com/trends/explore?q=steve%20bannon&geo=US&hl=en-US"
"sandy alcantara","1K+","April 29, 2025 at 8:30:00 PM UTC-6","April 29, 2025 at 10:20:00 PM UTC-6","sandy alcantara","https://trends.google.com/trends/explore?q=sandy%20alcantara&geo=US&hl=en-US"
"crockett","200+","May 4, 2025 at 9:00:00 AM UTC-6","May 4, 2025 at 9:40:00 AM UTC-6","crockett","https://trends.google.com/trends/explore?q=crockett&geo=US&hl=en-US"
"minot","500+","May 2, 2025 at 7:40:00 PM UTC-6","May 2, 2025 at 9:10:00 PM UTC-6","minot","https://trends.google.com/trends/explore?q=minot&geo=US&hl=en-US"
"padres schedule","1K+","April 30, 2025 at 4:40:00 PM UTC-6","April 30, 2025 at 6:10:00 PM UTC-6","padres schedule,mariners schedule","https://trends.google.com/trends/explore?q=padres%20schedule&geo=US&hl=en-US"
"bryan johnson","200+","May 3, 2025 at 7:50:00 AM UTC-6","May 3, 2025 at 9:00:00 AM UTC-6","bryan johnson","https://trends.google.com/trends/explore?q=bryan%20johnson&geo=US&hl=en-US"
"ninja pressure cooker recall","500+","May 2, 2025 at 5:10:00 AM UTC-6","May 2, 2025 at 6:50:00 AM UTC-6","ninja pressure cooker recall,ninja foodi recall","https://trends.google.com/trends/explore?q=ninja%20pressure%20cooker%20recall&geo=US&hl=en-US"
"abi carter","1K+","April 29, 2025 at 4:30:00 PM UTC-6","April 29, 2025 at 6:00:00 PM UTC-6","abi carter","https://trends.google.com/trends/explore?q=abi%20carter&geo=US&hl=en-US"
"islamabad united vs peshawar zalmi","1K+","May 2, 2025 at 9:40:00 AM UTC-6","May 2, 2025 at 1:30:00 PM UTC-6","islamabad united vs peshawar zalmi","https://trends.google.com/trends/explore?q=islamabad%20united%20vs%20peshawar%20zalmi&geo=US&hl=en-US"
"pretty deadly wwe","500+","May 2, 2025 at 6:30:00 PM UTC-6","May 2, 2025 at 7:40:00 PM UTC-6","pretty deadly wwe","https://trends.google.com/trends/explore?q=pretty%20deadly%20wwe&geo=US&hl=en-US"
"reese olson","1K+","April 29, 2025 at 6:50:00 PM UTC-6","April 29, 2025 at 8:40:00 PM UTC-6","reese olson","https://trends.google.com/trends/explore?q=reese%20olson&geo=US&hl=en-US"
"tom holland","500+","May 3, 2025 at 10:10:00 PM UTC-6","May 3, 2025 at 11:00:00 PM UTC-6","tom holland","https://trends.google.com/trends/explore?q=tom%20holland&geo=US&hl=en-US"
"pat day","500+","May 3, 2025 at 12:00:00 PM UTC-6","May 3, 2025 at 1:00:00 PM UTC-6","pat day","https://trends.google.com/trends/explore?q=pat%20day&geo=US&hl=en-US"
"matt boldy","1K+","April 29, 2025 at 9:50:00 PM UTC-6","April 29, 2025 at 11:10:00 PM UTC-6","matt boldy","https://trends.google.com/trends/explore?q=matt%20boldy&geo=US&hl=en-US"
"rebecca sayegh","500+","May 1, 2025 at 4:10:00 AM UTC-6","May 1, 2025 at 6:50:00 AM UTC-6","rebecca sayegh","https://trends.google.com/trends/explore?q=rebecca%20sayegh&geo=US&hl=en-US"
"elsbeth","2K+","May 1, 2025 at 7:50:00 PM UTC-6","May 1, 2025 at 8:40:00 PM UTC-6","elsbeth","https://trends.google.com/trends/explore?q=elsbeth&geo=US&hl=en-US"
"misty copeland","500+","May 2, 2025 at 6:40:00 AM UTC-6","May 2, 2025 at 7:50:00 AM UTC-6","misty copeland","https://trends.google.com/trends/explore?q=misty%20copeland&geo=US&hl=en-US"
"kristaps porziņģis","1K+","April 29, 2025 at 9:00:00 PM UTC-6","April 29, 2025 at 10:20:00 PM UTC-6","kristaps porziņģis","https://trends.google.com/trends/explore?q=kristaps%20porzi%C5%86%C4%A3is&geo=US&hl=en-US"
"memphis weather","500+","May 2, 2025 at 4:50:00 AM UTC-6","May 2, 2025 at 6:30:00 AM UTC-6","memphis weather","https://trends.google.com/trends/explore?q=memphis%20weather&geo=US&hl=en-US"
"kevin porter jr.","1K+","April 29, 2025 at 6:50:00 PM UTC-6","April 29, 2025 at 7:50:00 PM UTC-6","kevin porter jr.","https://trends.google.com/trends/explore?q=kevin%20porter%20jr.&geo=US&hl=en-US"
"ghost of yotei collector's edition","500+","May 2, 2025 at 8:00:00 AM UTC-6","May 2, 2025 at 9:10:00 AM UTC-6","ghost of yotei collector's edition","https://trends.google.com/trends/explore?q=ghost%20of%20yotei%20collector%27s%20edition&geo=US&hl=en-US"
"pwc","500+","May 1, 2025 at 3:00:00 PM UTC-6","May 1, 2025 at 4:10:00 PM UTC-6","pwc","https://trends.google.com/trends/explore?q=pwc&geo=US&hl=en-US"
"pfl","1K+","May 1, 2025 at 9:20:00 PM UTC-6","May 1, 2025 at 10:20:00 PM UTC-6","pfl,phil davis,rob wilkinson","https://trends.google.com/trends/explore?q=pfl&geo=US&hl=en-US"
"tesla model 3","200+","May 4, 2025 at 2:20:00 AM UTC-6","May 4, 2025 at 3:50:00 AM UTC-6","tesla model 3","https://trends.google.com/trends/explore?q=tesla%20model%203&geo=US&hl=en-US"
"kevin herget","1K+","April 29, 2025 at 7:10:00 PM UTC-6","April 29, 2025 at 8:40:00 PM UTC-6","kevin herget,herget mets","https://trends.google.com/trends/explore?q=kevin%20herget&geo=US&hl=en-US"
"nashville weather","500+","May 1, 2025 at 4:40:00 AM UTC-6","May 1, 2025 at 6:50:00 AM UTC-6","nashville weather","https://trends.google.com/trends/explore?q=nashville%20weather&geo=US&hl=en-US"
"myles turner","1K+","April 29, 2025 at 6:20:00 PM UTC-6","April 29, 2025 at 7:30:00 PM UTC-6","myles turner","https://trends.google.com/trends/explore?q=myles%20turner&geo=US&hl=en-US"
"ksl","1K+","May 1, 2025 at 12:10:00 AM UTC-6","May 1, 2025 at 1:50:00 AM UTC-6","ksl","https://trends.google.com/trends/explore?q=ksl&geo=US&hl=en-US"
"tulsa weather","200+","May 2, 2025 at 1:50:00 AM UTC-6","May 2, 2025 at 5:40:00 AM UTC-6","tulsa weather","https://trends.google.com/trends/explore?q=tulsa%20weather&geo=US&hl=en-US"
"ross dwelley","500+","May 2, 2025 at 1:50:00 PM UTC-6","May 2, 2025 at 3:00:00 PM UTC-6","ross dwelley","https://trends.google.com/trends/explore?q=ross%20dwelley&geo=US&hl=en-US"
"trey cunningham","500+","May 3, 2025 at 4:40:00 PM UTC-6","May 3, 2025 at 5:40:00 PM UTC-6","trey cunningham","https://trends.google.com/trends/explore?q=trey%20cunningham&geo=US&hl=en-US"
"raleigh weather","1K+","May 4, 2025 at 5:40:00 AM UTC-6","May 4, 2025 at 6:40:00 AM UTC-6","raleigh weather,charlotte weather","https://trends.google.com/trends/explore?q=raleigh%20weather&geo=US&hl=en-US"
"john skipper","500+","May 2, 2025 at 1:50:00 PM UTC-6","May 2, 2025 at 3:00:00 PM UTC-6","john skipper","https://trends.google.com/trends/explore?q=john%20skipper&geo=US&hl=en-US"
"pedri","1K+","April 30, 2025 at 2:10:00 PM UTC-6","April 30, 2025 at 3:20:00 PM UTC-6","pedri","https://trends.google.com/trends/explore?q=pedri&geo=US&hl=en-US"
"yankee game","200+","May 4, 2025 at 11:20:00 AM UTC-6","May 4, 2025 at 12:00:00 PM UTC-6","yankee game","https://trends.google.com/trends/explore?q=yankee%20game&geo=US&hl=en-US"
"david perron","500+","May 1, 2025 at 7:10:00 PM UTC-6","May 1, 2025 at 8:20:00 PM UTC-6","david perron","https://trends.google.com/trends/explore?q=david%20perron&geo=US&hl=en-US"
"idler wordle","500+","April 30, 2025 at 5:10:00 AM UTC-6","April 30, 2025 at 7:50:00 AM UTC-6","idler wordle","https://trends.google.com/trends/explore?q=idler%20wordle&geo=US&hl=en-US"
"jesus luzardo","500+","May 2, 2025 at 5:10:00 PM UTC-6","May 2, 2025 at 8:40:00 PM UTC-6","jesus luzardo","https://trends.google.com/trends/explore?q=jesus%20luzardo&geo=US&hl=en-US"
"loans","500+","May 3, 2025 at 10:10:00 PM UTC-6","May 3, 2025 at 10:40:00 PM UTC-6","loans","https://trends.google.com/trends/explore?q=loans&geo=US&hl=en-US"
"chris tucker","200+","May 3, 2025 at 3:00:00 PM UTC-6","May 3, 2025 at 4:10:00 PM UTC-6","chris tucker","https://trends.google.com/trends/explore?q=chris%20tucker&geo=US&hl=en-US"
"swat","1K+","May 2, 2025 at 7:50:00 PM UTC-6","May 2, 2025 at 8:30:00 PM UTC-6","swat","https://trends.google.com/trends/explore?q=swat&geo=US&hl=en-US"
"russia","1K+","April 30, 2025 at 8:20:00 AM UTC-6","April 30, 2025 at 9:30:00 AM UTC-6","russia","https://trends.google.com/trends/explore?q=russia&geo=US&hl=en-US"
"pwhl","1K+","April 30, 2025 at 6:40:00 AM UTC-6","April 30, 2025 at 7:50:00 PM UTC-6","pwhl,seattle","https://trends.google.com/trends/explore?q=pwhl&geo=US&hl=en-US"
"anthony michael hall","500+","May 1, 2025 at 5:50:00 PM UTC-6","May 1, 2025 at 7:00:00 PM UTC-6","anthony michael hall","https://trends.google.com/trends/explore?q=anthony%20michael%20hall&geo=US&hl=en-US"
"lauren jbara","500+","May 1, 2025 at 10:30:00 PM UTC-6","May 1, 2025 at 11:40:00 PM UTC-6","lauren jbara","https://trends.google.com/trends/explore?q=lauren%20jbara&geo=US&hl=en-US"
"detroit cowboy nashville","1K+","April 29, 2025 at 6:10:00 PM UTC-6","April 29, 2025 at 7:20:00 PM UTC-6","detroit cowboy nashville","https://trends.google.com/trends/explore?q=detroit%20cowboy%20nashville&geo=US&hl=en-US"
"laurie metcalf","500+","May 1, 2025 at 8:10:00 PM UTC-6","May 1, 2025 at 9:20:00 PM UTC-6","laurie metcalf","https://trends.google.com/trends/explore?q=laurie%20metcalf&geo=US&hl=en-US"
"daycare","2K+","April 29, 2025 at 7:30:00 PM UTC-6","April 29, 2025 at 8:20:00 PM UTC-6","daycare","https://trends.google.com/trends/explore?q=daycare&geo=US&hl=en-US"
"multan sultans vs quetta gladiators","1K+","April 29, 2025 at 9:30:00 AM UTC-6","April 29, 2025 at 12:30:00 PM UTC-6","multan sultans vs quetta gladiators","https://trends.google.com/trends/explore?q=multan%20sultans%20vs%20quetta%20gladiators&geo=US&hl=en-US"
"jamaica","500+","May 1, 2025 at 9:50:00 PM UTC-6","May 2, 2025 at 2:00:00 AM UTC-6","jamaica","https://trends.google.com/trends/explore?q=jamaica&geo=US&hl=en-US"
"mets games","1K+","April 30, 2025 at 8:10:00 PM UTC-6","April 30, 2025 at 9:00:00 PM UTC-6","mets games,mariners game","https://trends.google.com/trends/explore?q=mets%20games&geo=US&hl=en-US"
"rob lowe","500+","April 30, 2025 at 10:30:00 PM UTC-6","April 30, 2025 at 11:40:00 PM UTC-6","rob lowe","https://trends.google.com/trends/explore?q=rob%20lowe&geo=US&hl=en-US"
"kenneth cole","500+","May 2, 2025 at 7:30:00 AM UTC-6","May 2, 2025 at 8:40:00 AM UTC-6","kenneth cole","https://trends.google.com/trends/explore?q=kenneth%20cole&geo=US&hl=en-US"
"ayesha curry","500+","May 2, 2025 at 8:10:00 PM UTC-6","May 2, 2025 at 9:20:00 PM UTC-6","ayesha curry","https://trends.google.com/trends/explore?q=ayesha%20curry&geo=US&hl=en-US"
"regulus therapeutics","500+","April 30, 2025 at 5:50:00 AM UTC-6","April 30, 2025 at 7:50:00 AM UTC-6","regulus therapeutics","https://trends.google.com/trends/explore?q=regulus%20therapeutics&geo=US&hl=en-US"
"kevin durant","1K+","April 30, 2025 at 10:50:00 PM UTC-6","May 1, 2025 at 12:20:00 AM UTC-6","kevin durant","https://trends.google.com/trends/explore?q=kevin%20durant&geo=US&hl=en-US"
"lian bichsel","500+","May 1, 2025 at 9:00:00 PM UTC-6","May 1, 2025 at 10:20:00 PM UTC-6","lian bichsel","https://trends.google.com/trends/explore?q=lian%20bichsel&geo=US&hl=en-US"
"robert horry","200+","May 2, 2025 at 10:40:00 PM UTC-6","May 3, 2025 at 12:10:00 AM UTC-6","robert horry","https://trends.google.com/trends/explore?q=robert%20horry&geo=US&hl=en-US"
"palm springs","500+","May 2, 2025 at 7:10:00 PM UTC-6","May 2, 2025 at 11:10:00 PM UTC-6","palm springs","https://trends.google.com/trends/explore?q=palm%20springs&geo=US&hl=en-US"
"earthquake near me","500+","May 1, 2025 at 12:10:00 AM UTC-6","May 1, 2025 at 1:20:00 AM UTC-6","earthquake near me","https://trends.google.com/trends/explore?q=earthquake%20near%20me&geo=US&hl=en-US"
"los angeles","200+","May 3, 2025 at 12:50:00 AM UTC-6","May 3, 2025 at 2:20:00 AM UTC-6","los angeles","https://trends.google.com/trends/explore?q=los%20angeles&geo=US&hl=en-US"
"the miz","500+","May 2, 2025 at 7:10:00 PM UTC-6","May 2, 2025 at 8:10:00 PM UTC-6","the miz","https://trends.google.com/trends/explore?q=the%20miz&geo=US&hl=en-US"
"phthalates","500+","April 29, 2025 at 7:00:00 PM UTC-6","April 30, 2025 at 12:00:00 AM UTC-6","phthalates","https://trends.google.com/trends/explore?q=phthalates&geo=US&hl=en-US"
"venezuela","200+","May 3, 2025 at 5:20:00 PM UTC-6","May 3, 2025 at 6:20:00 PM UTC-6","venezuela","https://trends.google.com/trends/explore?q=venezuela&geo=US&hl=en-US"
"matt coronato","500+","May 3, 2025 at 1:20:00 PM UTC-6","May 3, 2025 at 2:10:00 PM UTC-6","matt coronato","https://trends.google.com/trends/explore?q=matt%20coronato&geo=US&hl=en-US"
"bryce canyon","500+","May 2, 2025 at 4:40:00 PM UTC-6","May 2, 2025 at 5:50:00 PM UTC-6","bryce canyon,utah","https://trends.google.com/trends/explore?q=bryce%20canyon&geo=US&hl=en-US"
"jake paul","500+","May 3, 2025 at 10:40:00 PM UTC-6","May 3, 2025 at 11:30:00 PM UTC-6","jake paul,canelo vs jake paul","https://trends.google.com/trends/explore?q=jake%20paul&geo=US&hl=en-US"
"anna faris","500+","May 1, 2025 at 7:10:00 PM UTC-6","May 1, 2025 at 11:40:00 PM UTC-6","anna faris","https://trends.google.com/trends/explore?q=anna%20faris&geo=US&hl=en-US"
"louisville","200+","May 3, 2025 at 4:50:00 PM UTC-6","May 3, 2025 at 5:50:00 PM UTC-6","louisville","https://trends.google.com/trends/explore?q=louisville&geo=US&hl=en-US"
"tucker barnhart","500+","May 2, 2025 at 8:40:00 PM UTC-6","May 2, 2025 at 9:40:00 PM UTC-6","tucker barnhart,rangers game today","https://trends.google.com/trends/explore?q=tucker%20barnhart&geo=US&hl=en-US"
"uber ride","200+","May 4, 2025 at 1:10:00 AM UTC-6","May 4, 2025 at 2:30:00 AM UTC-6","uber ride","https://trends.google.com/trends/explore?q=uber%20ride&geo=US&hl=en-US"
"javier baez","2K+","April 30, 2025 at 1:30:00 PM UTC-6","April 30, 2025 at 2:40:00 PM UTC-6","javier baez,javier báez,baseball google,tigers game","https://trends.google.com/trends/explore?q=javier%20baez&geo=US&hl=en-US"
"smartphone","1K+","April 29, 2025 at 8:50:00 PM UTC-6","April 29, 2025 at 10:00:00 PM UTC-6","smartphone","https://trends.google.com/trends/explore?q=smartphone&geo=US&hl=en-US"
"liechtenstein","500+","May 1, 2025 at 5:30:00 PM UTC-6","May 1, 2025 at 6:40:00 PM UTC-6","liechtenstein","https://trends.google.com/trends/explore?q=liechtenstein&geo=US&hl=en-US"
"tom wilson","1K+","April 30, 2025 at 6:50:00 PM UTC-6","April 30, 2025 at 7:50:00 PM UTC-6","tom wilson","https://trends.google.com/trends/explore?q=tom%20wilson&geo=US&hl=en-US"
"tbs","1K+","April 29, 2025 at 8:20:00 PM UTC-6","April 29, 2025 at 9:50:00 PM UTC-6","tbs","https://trends.google.com/trends/explore?q=tbs&geo=US&hl=en-US"
"childcare","2K+","April 29, 2025 at 7:30:00 PM UTC-6","April 29, 2025 at 8:20:00 PM UTC-6","childcare","https://trends.google.com/trends/explore?q=childcare&geo=US&hl=en-US"
"role model singer","500+","May 1, 2025 at 6:00:00 AM UTC-6","May 1, 2025 at 7:10:00 AM UTC-6","role model singer","https://trends.google.com/trends/explore?q=role%20model%20singer&geo=US&hl=en-US"
"russell wilson","5K+","April 29, 2025 at 8:10:00 PM UTC-6","April 29, 2025 at 8:30:00 PM UTC-6","russell wilson","https://trends.google.com/trends/explore?q=russell%20wilson&geo=US&hl=en-US"
"los angeles","100+","May 5, 2025 at 2:00:00 AM UTC-6","May 5, 2025 at 3:40:00 AM UTC-6","los angeles","https://trends.google.com/trends/explore?q=los%20angeles&geo=US&hl=en-US"
"newt gingrich","500+","May 1, 2025 at 7:30:00 PM UTC-6","May 1, 2025 at 8:40:00 PM UTC-6","newt gingrich","https://trends.google.com/trends/explore?q=newt%20gingrich&geo=US&hl=en-US"
"activision","200+","May 3, 2025 at 9:50:00 AM UTC-6","May 3, 2025 at 11:00:00 AM UTC-6","activision","https://trends.google.com/trends/explore?q=activision&geo=US&hl=en-US"
"gary player","1K+","May 1, 2025 at 4:50:00 PM UTC-6","May 1, 2025 at 5:30:00 PM UTC-6","gary player,annika sorenstam","https://trends.google.com/trends/explore?q=gary%20player&geo=US&hl=en-US"
"van rooyen golf","200+","May 4, 2025 at 4:00:00 PM UTC-6","May 4, 2025 at 4:30:00 PM UTC-6","van rooyen golf","https://trends.google.com/trends/explore?q=van%20rooyen%20golf&geo=US&hl=en-US"
"urc","200+","May 3, 2025 at 10:40:00 PM UTC-6","May 3, 2025 at 11:40:00 PM UTC-6","urc","https://trends.google.com/trends/explore?q=urc&geo=US&hl=en-US"
"tyler callihan","500+","May 3, 2025 at 5:50:00 PM UTC-6","May 3, 2025 at 6:40:00 PM UTC-6","tyler callihan","https://trends.google.com/trends/explore?q=tyler%20callihan&geo=US&hl=en-US"
"ben simmons","2K+","April 29, 2025 at 9:10:00 PM UTC-6","April 29, 2025 at 9:40:00 PM UTC-6","ben simmons","https://trends.google.com/trends/explore?q=ben%20simmons&geo=US&hl=en-US"
"dan goldman","500+","April 30, 2025 at 2:40:00 PM UTC-6","April 30, 2025 at 3:50:00 PM UTC-6","dan goldman","https://trends.google.com/trends/explore?q=dan%20goldman&geo=US&hl=en-US"
"cvx stock","500+","May 2, 2025 at 5:10:00 AM UTC-6","May 2, 2025 at 6:30:00 AM UTC-6","cvx stock","https://trends.google.com/trends/explore?q=cvx%20stock&geo=US&hl=en-US"
"paul goldschmidt","2K+","April 29, 2025 at 6:10:00 PM UTC-6","April 29, 2025 at 7:20:00 PM UTC-6","paul goldschmidt","https://trends.google.com/trends/explore?q=paul%20goldschmidt&geo=US&hl=en-US"
"jordan binnington","200+","May 2, 2025 at 8:50:00 PM UTC-6","May 2, 2025 at 10:00:00 PM UTC-6","jordan binnington","https://trends.google.com/trends/explore?q=jordan%20binnington&geo=US&hl=en-US"
"nelson mandela","500+","May 2, 2025 at 6:00:00 PM UTC-6","May 2, 2025 at 7:00:00 PM UTC-6","nelson mandela","https://trends.google.com/trends/explore?q=nelson%20mandela&geo=US&hl=en-US"
"deals and steals","1K+","May 1, 2025 at 6:30:00 AM UTC-6","May 1, 2025 at 7:50:00 AM UTC-6","deals and steals,gma deals and steals today","https://trends.google.com/trends/explore?q=deals%20and%20steals&geo=US&hl=en-US"
"calvin pickard","200+","May 1, 2025 at 10:50:00 PM UTC-6","May 2, 2025 at 12:00:00 AM UTC-6","calvin pickard","https://trends.google.com/trends/explore?q=calvin%20pickard&geo=US&hl=en-US"
"flood warning","200+","May 2, 2025 at 3:30:00 AM UTC-6","May 2, 2025 at 4:40:00 AM UTC-6","flood warning","https://trends.google.com/trends/explore?q=flood%20warning&geo=US&hl=en-US"
"ro","500+","May 3, 2025 at 7:10:00 PM UTC-6","May 3, 2025 at 7:50:00 PM UTC-6","ro,visible","https://trends.google.com/trends/explore?q=ro&geo=US&hl=en-US"
"taijuan walker","500+","May 1, 2025 at 5:40:00 PM UTC-6","May 1, 2025 at 6:40:00 PM UTC-6","taijuan walker","https://trends.google.com/trends/explore?q=taijuan%20walker&geo=US&hl=en-US"
"carlsbad california","1K+","April 29, 2025 at 4:50:00 PM UTC-6","April 29, 2025 at 6:00:00 PM UTC-6","carlsbad california,carlsbad flower fields","https://trends.google.com/trends/explore?q=carlsbad%20california&geo=US&hl=en-US"
"killeen weather","500+","May 1, 2025 at 3:30:00 PM UTC-6","May 1, 2025 at 4:40:00 PM UTC-6","killeen weather","https://trends.google.com/trends/explore?q=killeen%20weather&geo=US&hl=en-US"
"cold war","1K+","April 29, 2025 at 9:40:00 AM UTC-6","April 29, 2025 at 12:50:00 PM UTC-6","cold war","https://trends.google.com/trends/explore?q=cold%20war&geo=US&hl=en-US"
"abhishek sharma","500+","May 2, 2025 at 11:00:00 AM UTC-6","May 2, 2025 at 12:10:00 PM UTC-6","abhishek sharma","https://trends.google.com/trends/explore?q=abhishek%20sharma&geo=US&hl=en-US"
"preston lord","500+","May 2, 2025 at 5:50:00 PM UTC-6","May 2, 2025 at 7:00:00 PM UTC-6","preston lord","https://trends.google.com/trends/explore?q=preston%20lord&geo=US&hl=en-US"
"rr vs kkr","200+","May 4, 2025 at 7:50:00 AM UTC-6","May 4, 2025 at 8:40:00 AM UTC-6","rr vs kkr","https://trends.google.com/trends/explore?q=rr%20vs%20kkr&geo=US&hl=en-US"
"stimulus check 2025","1K+","April 29, 2025 at 4:30:00 PM UTC-6","April 30, 2025 at 5:00:00 AM UTC-6","stimulus check 2025","https://trends.google.com/trends/explore?q=stimulus%20check%202025&geo=US&hl=en-US"
"wwe backlash 2025","200+","May 2, 2025 at 8:30:00 PM UTC-6","May 3, 2025 at 4:10:00 AM UTC-6","wwe backlash 2025","https://trends.google.com/trends/explore?q=wwe%20backlash%202025&geo=US&hl=en-US"
"james earl jones","500+","May 2, 2025 at 3:20:00 PM UTC-6","May 2, 2025 at 4:20:00 PM UTC-6","james earl jones","https://trends.google.com/trends/explore?q=james%20earl%20jones&geo=US&hl=en-US"
"world beer cup 2025","500+","May 1, 2025 at 4:50:00 PM UTC-6","May 1, 2025 at 6:20:00 PM UTC-6","world beer cup 2025","https://trends.google.com/trends/explore?q=world%20beer%20cup%202025&geo=US&hl=en-US"
"gervonta davis","200+","May 3, 2025 at 10:40:00 PM UTC-6","May 3, 2025 at 11:30:00 PM UTC-6","gervonta davis","https://trends.google.com/trends/explore?q=gervonta%20davis&geo=US&hl=en-US"
"jimmy buffett","500+","April 30, 2025 at 6:40:00 PM UTC-6","April 30, 2025 at 7:50:00 PM UTC-6","jimmy buffett","https://trends.google.com/trends/explore?q=jimmy%20buffett&geo=US&hl=en-US"
"michelle evans shannon sharpe","500+","May 5, 2025 at 6:20:00 AM UTC-6","May 5, 2025 at 6:40:00 AM UTC-6","michelle evans shannon sharpe,shannon sharpe lawsuit","https://trends.google.com/trends/explore?q=michelle%20evans%20shannon%20sharpe&geo=US&hl=en-US"
"emma stone","500+","May 3, 2025 at 8:40:00 PM UTC-6","May 3, 2025 at 9:20:00 PM UTC-6","emma stone","https://trends.google.com/trends/explore?q=emma%20stone&geo=US&hl=en-US"
"copa de campeones concacaf","2K+","April 30, 2025 at 8:30:00 PM UTC-6","April 30, 2025 at 9:00:00 PM UTC-6","copa de campeones concacaf","https://trends.google.com/trends/explore?q=copa%20de%20campeones%20concacaf&geo=US&hl=en-US"
"peyton manning","500+","April 29, 2025 at 9:40:00 PM UTC-6","April 29, 2025 at 10:50:00 PM UTC-6","peyton manning","https://trends.google.com/trends/explore?q=peyton%20manning&geo=US&hl=en-US"
"iván sánchez","200+","May 3, 2025 at 1:30:00 PM UTC-6","May 3, 2025 at 2:20:00 PM UTC-6","iván sánchez","https://trends.google.com/trends/explore?q=iv%C3%A1n%20s%C3%A1nchez&geo=US&hl=en-US"
"antonio rüdiger","500+","April 30, 2025 at 8:30:00 PM UTC-6","April 30, 2025 at 9:40:00 PM UTC-6","antonio rüdiger","https://trends.google.com/trends/explore?q=antonio%20r%C3%BCdiger&geo=US&hl=en-US"
"tv app","500+","May 3, 2025 at 9:50:00 PM UTC-6","May 3, 2025 at 10:20:00 PM UTC-6","tv app","https://trends.google.com/trends/explore?q=tv%20app&geo=US&hl=en-US"
"dr phil","500+","May 1, 2025 at 10:30:00 AM UTC-6","May 1, 2025 at 11:40:00 AM UTC-6","dr phil","https://trends.google.com/trends/explore?q=dr%20phil&geo=US&hl=en-US"
