"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"montréal - philadelphia","200+","May 3, 2025 at 6:10:00 PM UTC-6","May 3, 2025 at 7:50:00 PM UTC-6","montréal - philadelphia,philadelphia union","https://trends.google.com/trends/explore?q=montr%C3%A9al%20-%20philadelphia&geo=MX&hl=en-US"
"sanborns","1K+","April 30, 2025 at 2:50:00 AM UTC-6","May 1, 2025 at 8:20:00 AM UTC-6","sanborns","https://trends.google.com/trends/explore?q=sanborns&geo=MX&hl=en-US"
"bucks","1K+","April 29, 2025 at 5:00:00 PM UTC-6","April 29, 2025 at 8:20:00 PM UTC-6","bucks,milwaukee bucks","https://trends.google.com/trends/explore?q=bucks&geo=MX&hl=en-US"
"posiciones de la liga","500+","May 3, 2025 at 3:00:00 PM UTC-6","May 3, 2025 at 4:10:00 PM UTC-6","posiciones de la liga,colo colo","https://trends.google.com/trends/explore?q=posiciones%20de%20la%20liga&geo=MX&hl=en-US"
"leandro trossard","1K+","April 29, 2025 at 12:30:00 PM UTC-6","April 29, 2025 at 3:30:00 PM UTC-6","leandro trossard","https://trends.google.com/trends/explore?q=leandro%20trossard&geo=MX&hl=en-US"
"clima puebla","1K+","April 30, 2025 at 6:40:00 AM UTC-6","April 30, 2025 at 9:10:00 AM UTC-6","clima puebla","https://trends.google.com/trends/explore?q=clima%20puebla&geo=MX&hl=en-US"
"donnarumma","1K+","April 29, 2025 at 1:50:00 PM UTC-6","April 29, 2025 at 4:00:00 PM UTC-6","donnarumma,gianluigi donnarumma","https://trends.google.com/trends/explore?q=donnarumma&geo=MX&hl=en-US"
"aristegui noticias","1K+","May 1, 2025 at 7:10:00 AM UTC-6","May 1, 2025 at 9:50:00 AM UTC-6","aristegui noticias,aristegui,carmen aristegui","https://trends.google.com/trends/explore?q=aristegui%20noticias&geo=MX&hl=en-US"
"federico dimarco","500+","April 30, 2025 at 12:50:00 PM UTC-6","April 30, 2025 at 3:30:00 PM UTC-6","federico dimarco","https://trends.google.com/trends/explore?q=federico%20dimarco&geo=MX&hl=en-US"
"iván sánchez","200+","May 3, 2025 at 1:40:00 PM UTC-6","May 3, 2025 at 3:00:00 PM UTC-6","iván sánchez","https://trends.google.com/trends/explore?q=iv%C3%A1n%20s%C3%A1nchez&geo=MX&hl=en-US"
"cd lugo - barça b","200+","May 4, 2025 at 8:40:00 AM UTC-6","May 4, 2025 at 10:00:00 AM UTC-6","cd lugo - barça b","https://trends.google.com/trends/explore?q=cd%20lugo%20-%20bar%C3%A7a%20b&geo=MX&hl=en-US"
"michael buffer","200+","May 3, 2025 at 10:30:00 PM UTC-6","May 3, 2025 at 11:40:00 PM UTC-6","michael buffer","https://trends.google.com/trends/explore?q=michael%20buffer&geo=MX&hl=en-US"
"llaneros - bucaramanga","200+","May 3, 2025 at 3:50:00 PM UTC-6","May 3, 2025 at 6:30:00 PM UTC-6","llaneros - bucaramanga","https://trends.google.com/trends/explore?q=llaneros%20-%20bucaramanga&geo=MX&hl=en-US"
"expogan","200+","May 3, 2025 at 10:30:00 PM UTC-6","May 4, 2025 at 12:30:00 AM UTC-6","expogan","https://trends.google.com/trends/explore?q=expogan&geo=MX&hl=en-US"
"haney vs ramirez","200+","May 2, 2025 at 6:50:00 PM UTC-6","May 2, 2025 at 9:10:00 PM UTC-6","haney vs ramirez","https://trends.google.com/trends/explore?q=haney%20vs%20ramirez&geo=MX&hl=en-US"
"efemerides de mayo","500+","May 2, 2025 at 8:20:00 AM UTC-6","May 2, 2025 at 10:00:00 AM UTC-6","efemerides de mayo","https://trends.google.com/trends/explore?q=efemerides%20de%20mayo&geo=MX&hl=en-US"
"nahuel guzmán","500+","May 1, 2025 at 8:40:00 PM UTC-6","May 1, 2025 at 11:00:00 PM UTC-6","nahuel guzmán","https://trends.google.com/trends/explore?q=nahuel%20guzm%C3%A1n&geo=MX&hl=en-US"
"extraterritorial pelicula","500+","May 1, 2025 at 5:10:00 PM UTC-6","May 1, 2025 at 11:40:00 PM UTC-6","extraterritorial pelicula","https://trends.google.com/trends/explore?q=extraterritorial%20pelicula&geo=MX&hl=en-US"
"unión - belgrano","500+","May 2, 2025 at 3:50:00 PM UTC-6","May 2, 2025 at 6:00:00 PM UTC-6","unión - belgrano,union santa fe","https://trends.google.com/trends/explore?q=uni%C3%B3n%20-%20belgrano&geo=MX&hl=en-US"
"televisa en vivo","200+","May 3, 2025 at 10:00:00 PM UTC-6","May 3, 2025 at 11:20:00 PM UTC-6","televisa en vivo","https://trends.google.com/trends/explore?q=televisa%20en%20vivo&geo=MX&hl=en-US"
"cautiva por amor","200+","May 3, 2025 at 11:00:00 PM UTC-6","May 4, 2025 at 12:30:00 AM UTC-6","cautiva por amor","https://trends.google.com/trends/explore?q=cautiva%20por%20amor&geo=MX&hl=en-US"
"rockies - braves","1K+","April 29, 2025 at 7:00:00 PM UTC-6","April 29, 2025 at 10:10:00 PM UTC-6","rockies - braves,braves vs","https://trends.google.com/trends/explore?q=rockies%20-%20braves&geo=MX&hl=en-US"
"nicolas cage","200+","May 2, 2025 at 10:30:00 PM UTC-6","May 3, 2025 at 12:50:00 AM UTC-6","nicolas cage","https://trends.google.com/trends/explore?q=nicolas%20cage&geo=MX&hl=en-US"
"dillon brooks","200+","May 4, 2025 at 9:10:00 PM UTC-6","May 4, 2025 at 10:00:00 PM UTC-6","dillon brooks","https://trends.google.com/trends/explore?q=dillon%20brooks&geo=MX&hl=en-US"
"raúl jiménez","100+","May 4, 2025 at 11:40:00 PM UTC-6","May 5, 2025 at 12:40:00 AM UTC-6","raúl jiménez","https://trends.google.com/trends/explore?q=ra%C3%BAl%20jim%C3%A9nez&geo=MX&hl=en-US"
"csa - grêmio","1K+","April 30, 2025 at 6:50:00 PM UTC-6","April 30, 2025 at 9:30:00 PM UTC-6","csa - grêmio,gremio","https://trends.google.com/trends/explore?q=csa%20-%20gr%C3%AAmio&geo=MX&hl=en-US"
"al-fateh - al-shabab","500+","May 1, 2025 at 11:50:00 AM UTC-6","May 1, 2025 at 1:50:00 PM UTC-6","al-fateh - al-shabab","https://trends.google.com/trends/explore?q=al-fateh%20-%20al-shabab&geo=MX&hl=en-US"
"alec baldwin","200+","May 2, 2025 at 10:30:00 PM UTC-6","May 3, 2025 at 12:00:00 AM UTC-6","alec baldwin","https://trends.google.com/trends/explore?q=alec%20baldwin&geo=MX&hl=en-US"
"parma","200+","May 3, 2025 at 8:10:00 AM UTC-6","May 3, 2025 at 9:50:00 AM UTC-6","parma","https://trends.google.com/trends/explore?q=parma&geo=MX&hl=en-US"
"francesco acerbi","500+","April 30, 2025 at 12:50:00 PM UTC-6","April 30, 2025 at 3:30:00 PM UTC-6","francesco acerbi","https://trends.google.com/trends/explore?q=francesco%20acerbi&geo=MX&hl=en-US"
"armenia","200+","May 3, 2025 at 9:50:00 PM UTC-6","May 3, 2025 at 11:00:00 PM UTC-6","armenia","https://trends.google.com/trends/explore?q=armenia&geo=MX&hl=en-US"
"yemen","500+","May 1, 2025 at 11:30:00 AM UTC-6","May 2, 2025 at 12:20:00 AM UTC-6","yemen","https://trends.google.com/trends/explore?q=yemen&geo=MX&hl=en-US"
"sporting cp vs gil vicente","100+","May 4, 2025 at 3:30:00 PM UTC-6","May 4, 2025 at 4:30:00 PM UTC-6","sporting cp vs gil vicente","https://trends.google.com/trends/explore?q=sporting%20cp%20vs%20gil%20vicente&geo=MX&hl=en-US"
"bet365","200+","May 3, 2025 at 10:40:00 PM UTC-6","May 3, 2025 at 11:40:00 PM UTC-6","bet365","https://trends.google.com/trends/explore?q=bet365&geo=MX&hl=en-US"
"jeffrey wright","100+","May 4, 2025 at 10:00:00 PM UTC-6","May 4, 2025 at 11:00:00 PM UTC-6","jeffrey wright","https://trends.google.com/trends/explore?q=jeffrey%20wright&geo=MX&hl=en-US"
"max verstappen","500+","May 3, 2025 at 3:30:00 PM UTC-6","May 3, 2025 at 4:30:00 PM UTC-6","max verstappen,miami gp","https://trends.google.com/trends/explore?q=max%20verstappen&geo=MX&hl=en-US"
"lego","200+","May 4, 2025 at 1:20:00 PM UTC-6","May 4, 2025 at 2:20:00 PM UTC-6","lego","https://trends.google.com/trends/explore?q=lego&geo=MX&hl=en-US"
"nana calistar horóscopos","500+","April 30, 2025 at 12:40:00 AM UTC-6","April 30, 2025 at 5:00:00 AM UTC-6","nana calistar horóscopos","https://trends.google.com/trends/explore?q=nana%20calistar%20hor%C3%B3scopos&geo=MX&hl=en-US"
"atlético tucumán - independiente","500+","April 30, 2025 at 6:30:00 PM UTC-6","April 30, 2025 at 8:50:00 PM UTC-6","atlético tucumán - independiente","https://trends.google.com/trends/explore?q=atl%C3%A9tico%20tucum%C3%A1n%20-%20independiente&geo=MX&hl=en-US"
"mateusz bogusz","500+","May 1, 2025 at 8:50:00 PM UTC-6","May 1, 2025 at 10:40:00 PM UTC-6","mateusz bogusz","https://trends.google.com/trends/explore?q=mateusz%20bogusz&geo=MX&hl=en-US"
"strikeout","200+","May 3, 2025 at 9:30:00 PM UTC-6","May 3, 2025 at 10:40:00 PM UTC-6","strikeout","https://trends.google.com/trends/explore?q=strikeout&geo=MX&hl=en-US"
"monaco fc","200+","May 3, 2025 at 2:50:00 PM UTC-6","May 3, 2025 at 3:50:00 PM UTC-6","monaco fc","https://trends.google.com/trends/explore?q=monaco%20fc&geo=MX&hl=en-US"
"fornite","500+","April 29, 2025 at 2:30:00 PM UTC-6","April 29, 2025 at 8:10:00 PM UTC-6","fornite","https://trends.google.com/trends/explore?q=fornite&geo=MX&hl=en-US"
"independiente - defensa y justicia","200+","May 2, 2025 at 1:20:00 PM UTC-6","May 2, 2025 at 3:30:00 PM UTC-6","independiente - defensa y justicia","https://trends.google.com/trends/explore?q=independiente%20-%20defensa%20y%20justicia&geo=MX&hl=en-US"
"clima toluca","500+","April 29, 2025 at 3:50:00 PM UTC-6","April 30, 2025 at 6:00:00 PM UTC-6","clima toluca","https://trends.google.com/trends/explore?q=clima%20toluca&geo=MX&hl=en-US"
"survivor","500+","April 29, 2025 at 7:50:00 PM UTC-6","April 29, 2025 at 10:40:00 PM UTC-6","survivor","https://trends.google.com/trends/explore?q=survivor&geo=MX&hl=en-US"
"declan rice","1K+","April 29, 2025 at 1:00:00 PM UTC-6","April 29, 2025 at 3:30:00 PM UTC-6","declan rice","https://trends.google.com/trends/explore?q=declan%20rice&geo=MX&hl=en-US"
"la dodgers","100+","May 5, 2025 at 5:30:00 PM UTC-6","May 5, 2025 at 5:50:00 PM UTC-6","la dodgers","https://trends.google.com/trends/explore?q=la%20dodgers&geo=MX&hl=en-US"
"águilas doradas - américa","500+","April 30, 2025 at 5:10:00 PM UTC-6","April 30, 2025 at 8:00:00 PM UTC-6","águilas doradas - américa","https://trends.google.com/trends/explore?q=%C3%A1guilas%20doradas%20-%20am%C3%A9rica&geo=MX&hl=en-US"
"jordi cortizo","100+","May 4, 2025 at 9:00:00 PM UTC-6","May 4, 2025 at 10:00:00 PM UTC-6","jordi cortizo","https://trends.google.com/trends/explore?q=jordi%20cortizo&geo=MX&hl=en-US"
"fluminense vs","200+","May 3, 2025 at 4:30:00 PM UTC-6","May 3, 2025 at 6:00:00 PM UTC-6","fluminense vs","https://trends.google.com/trends/explore?q=fluminense%20vs&geo=MX&hl=en-US"
"racing de estrasburgo vs. psg","500+","May 3, 2025 at 10:30:00 AM UTC-6","May 3, 2025 at 11:50:00 AM UTC-6","racing de estrasburgo vs. psg,liga francesa","https://trends.google.com/trends/explore?q=racing%20de%20estrasburgo%20vs.%20psg&geo=MX&hl=en-US"
"copacabana","200+","May 3, 2025 at 8:00:00 PM UTC-6","May 3, 2025 at 9:30:00 PM UTC-6","copacabana","https://trends.google.com/trends/explore?q=copacabana&geo=MX&hl=en-US"
"carlos slim helú","200+","May 3, 2025 at 3:20:00 PM UTC-6","May 3, 2025 at 4:30:00 PM UTC-6","carlos slim helú","https://trends.google.com/trends/explore?q=carlos%20slim%20hel%C3%BA&geo=MX&hl=en-US"
"cruzeiro - vila nova","500+","May 1, 2025 at 6:30:00 PM UTC-6","May 1, 2025 at 8:20:00 PM UTC-6","cruzeiro - vila nova","https://trends.google.com/trends/explore?q=cruzeiro%20-%20vila%20nova&geo=MX&hl=en-US"
"orioles - royals","500+","May 2, 2025 at 5:40:00 PM UTC-6","May 2, 2025 at 8:20:00 PM UTC-6","orioles - royals","https://trends.google.com/trends/explore?q=orioles%20-%20royals&geo=MX&hl=en-US"
"andrew nembhard","100+","May 4, 2025 at 6:40:00 PM UTC-6","May 4, 2025 at 7:30:00 PM UTC-6","andrew nembhard","https://trends.google.com/trends/explore?q=andrew%20nembhard&geo=MX&hl=en-US"
"playa de chachalacas","200+","May 2, 2025 at 5:30:00 PM UTC-6","May 2, 2025 at 9:10:00 PM UTC-6","playa de chachalacas","https://trends.google.com/trends/explore?q=playa%20de%20chachalacas&geo=MX&hl=en-US"
"morten frendrup","100+","May 5, 2025 at 3:30:00 PM UTC-6","May 5, 2025 at 3:50:00 PM UTC-6","morten frendrup","https://trends.google.com/trends/explore?q=morten%20frendrup&geo=MX&hl=en-US"
"martin bakole","200+","May 3, 2025 at 7:50:00 PM UTC-6","May 3, 2025 at 9:10:00 PM UTC-6","martin bakole","https://trends.google.com/trends/explore?q=martin%20bakole&geo=MX&hl=en-US"
"nice vs reims","200+","May 2, 2025 at 1:40:00 PM UTC-6","May 2, 2025 at 3:40:00 PM UTC-6","nice vs reims","https://trends.google.com/trends/explore?q=nice%20vs%20reims&geo=MX&hl=en-US"
"tv","200+","May 3, 2025 at 9:30:00 PM UTC-6","May 3, 2025 at 11:10:00 PM UTC-6","tv","https://trends.google.com/trends/explore?q=tv&geo=MX&hl=en-US"
"kick","1K+","April 30, 2025 at 1:40:00 PM UTC-6","April 30, 2025 at 8:50:00 PM UTC-6","kick","https://trends.google.com/trends/explore?q=kick&geo=MX&hl=en-US"
"rayban meta","200+","May 2, 2025 at 1:20:00 PM UTC-6","May 2, 2025 at 3:00:00 PM UTC-6","rayban meta","https://trends.google.com/trends/explore?q=rayban%20meta&geo=MX&hl=en-US"
"kick","500+","May 1, 2025 at 2:00:00 PM UTC-6","May 1, 2025 at 3:30:00 PM UTC-6","kick","https://trends.google.com/trends/explore?q=kick&geo=MX&hl=en-US"
"porque no juega sergio ramos","100+","May 4, 2025 at 9:10:00 PM UTC-6","May 4, 2025 at 10:00:00 PM UTC-6","porque no juega sergio ramos","https://trends.google.com/trends/explore?q=porque%20no%20juega%20sergio%20ramos&geo=MX&hl=en-US"
"mets - dbacks","500+","April 29, 2025 at 5:30:00 PM UTC-6","April 29, 2025 at 8:50:00 PM UTC-6","mets - dbacks","https://trends.google.com/trends/explore?q=mets%20-%20dbacks&geo=MX&hl=en-US"
"diablos rojos","200+","May 3, 2025 at 5:00:00 PM UTC-6","May 3, 2025 at 9:20:00 PM UTC-6","diablos rojos","https://trends.google.com/trends/explore?q=diablos%20rojos&geo=MX&hl=en-US"
"plymouth argyle - leeds","200+","May 3, 2025 at 8:00:00 AM UTC-6","May 3, 2025 at 9:50:00 AM UTC-6","plymouth argyle - leeds","https://trends.google.com/trends/explore?q=plymouth%20argyle%20-%20leeds&geo=MX&hl=en-US"
"darius garland","100+","May 4, 2025 at 6:30:00 PM UTC-6","May 4, 2025 at 7:20:00 PM UTC-6","darius garland","https://trends.google.com/trends/explore?q=darius%20garland&geo=MX&hl=en-US"
"dillon brooks","200+","May 2, 2025 at 9:20:00 PM UTC-6","May 2, 2025 at 11:00:00 PM UTC-6","dillon brooks","https://trends.google.com/trends/explore?q=dillon%20brooks&geo=MX&hl=en-US"
"freiburg","100+","May 4, 2025 at 11:10:00 AM UTC-6","May 4, 2025 at 12:20:00 PM UTC-6","freiburg","https://trends.google.com/trends/explore?q=freiburg&geo=MX&hl=en-US"
"metro cdmx","200+","May 5, 2025 at 6:20:00 AM UTC-6","May 5, 2025 at 7:10:00 AM UTC-6","metro cdmx,metro","https://trends.google.com/trends/explore?q=metro%20cdmx&geo=MX&hl=en-US"
"football league one","200+","May 3, 2025 at 9:30:00 AM UTC-6","May 3, 2025 at 10:50:00 AM UTC-6","football league one","https://trends.google.com/trends/explore?q=football%20league%20one&geo=MX&hl=en-US"
"horacio beamonte","500+","April 29, 2025 at 5:00:00 PM UTC-6","April 29, 2025 at 7:20:00 PM UTC-6","horacio beamonte","https://trends.google.com/trends/explore?q=horacio%20beamonte&geo=MX&hl=en-US"
"boletos alejandro sanz","500+","April 29, 2025 at 9:20:00 PM UTC-6","April 30, 2025 at 8:00:00 AM UTC-6","boletos alejandro sanz","https://trends.google.com/trends/explore?q=boletos%20alejandro%20sanz&geo=MX&hl=en-US"
"liga francesa","200+","May 4, 2025 at 9:20:00 AM UTC-6","May 4, 2025 at 1:20:00 PM UTC-6","liga francesa","https://trends.google.com/trends/explore?q=liga%20francesa&geo=MX&hl=en-US"
"nba hoy","1K+","April 30, 2025 at 8:50:00 PM UTC-6","April 30, 2025 at 11:50:00 PM UTC-6","nba hoy","https://trends.google.com/trends/explore?q=nba%20hoy&geo=MX&hl=en-US"
"dimitrov","500+","April 30, 2025 at 12:10:00 PM UTC-6","April 30, 2025 at 2:50:00 PM UTC-6","dimitrov,grigor dimitrov","https://trends.google.com/trends/explore?q=dimitrov&geo=MX&hl=en-US"
"survivor","200+","May 2, 2025 at 8:10:00 PM UTC-6","May 2, 2025 at 10:20:00 PM UTC-6","survivor","https://trends.google.com/trends/explore?q=survivor&geo=MX&hl=en-US"
"dias festivos 2025","500+","May 1, 2025 at 5:40:00 AM UTC-6","May 1, 2025 at 8:40:00 AM UTC-6","dias festivos 2025","https://trends.google.com/trends/explore?q=dias%20festivos%202025&geo=MX&hl=en-US"
"jordi alba","500+","April 30, 2025 at 6:40:00 PM UTC-6","April 30, 2025 at 9:00:00 PM UTC-6","jordi alba,pedro vite","https://trends.google.com/trends/explore?q=jordi%20alba&geo=MX&hl=en-US"
"diario de juarez","200+","May 3, 2025 at 8:00:00 PM UTC-6","May 3, 2025 at 9:10:00 PM UTC-6","diario de juarez","https://trends.google.com/trends/explore?q=diario%20de%20juarez&geo=MX&hl=en-US"
"ronald araújo","200+","May 3, 2025 at 2:50:00 PM UTC-6","May 3, 2025 at 4:00:00 PM UTC-6","ronald araújo","https://trends.google.com/trends/explore?q=ronald%20ara%C3%BAjo&geo=MX&hl=en-US"
"juan manuel márquez","100+","May 3, 2025 at 11:30:00 PM UTC-6","May 4, 2025 at 12:40:00 AM UTC-6","juan manuel márquez","https://trends.google.com/trends/explore?q=juan%20manuel%20m%C3%A1rquez&geo=MX&hl=en-US"
"melbourne city - sydney","200+","May 3, 2025 at 1:20:00 AM UTC-6","May 3, 2025 at 2:40:00 AM UTC-6","melbourne city - sydney,melbourne city","https://trends.google.com/trends/explore?q=melbourne%20city%20-%20sydney&geo=MX&hl=en-US"
"prime","500+","May 4, 2025 at 7:20:00 PM UTC-6","May 4, 2025 at 7:50:00 PM UTC-6","prime","https://trends.google.com/trends/explore?q=prime&geo=MX&hl=en-US"
"speed fest","200+","May 3, 2025 at 11:50:00 AM UTC-6","May 3, 2025 at 1:10:00 PM UTC-6","speed fest","https://trends.google.com/trends/explore?q=speed%20fest&geo=MX&hl=en-US"
"pacers vs bucks","1K+","April 29, 2025 at 4:30:00 PM UTC-6","April 29, 2025 at 7:50:00 PM UTC-6","pacers vs bucks,bucks vs pacers,pacers vs. bucks","https://trends.google.com/trends/explore?q=pacers%20vs%20bucks&geo=MX&hl=en-US"
"baekhyun","500+","April 29, 2025 at 9:50:00 PM UTC-6","April 30, 2025 at 12:10:00 AM UTC-6","baekhyun","https://trends.google.com/trends/explore?q=baekhyun&geo=MX&hl=en-US"
"il volo","100+","May 3, 2025 at 9:50:00 PM UTC-6","May 4, 2025 at 9:20:00 AM UTC-6","il volo","https://trends.google.com/trends/explore?q=il%20volo&geo=MX&hl=en-US"
"criciúma - bragantino","200+","May 1, 2025 at 3:50:00 PM UTC-6","May 1, 2025 at 6:00:00 PM UTC-6","criciúma - bragantino","https://trends.google.com/trends/explore?q=crici%C3%BAma%20-%20bragantino&geo=MX&hl=en-US"
"cual es la nueva actualización de whatsapp mayo 2025","100+","May 4, 2025 at 9:40:00 PM UTC-6","May 4, 2025 at 10:40:00 PM UTC-6","cual es la nueva actualización de whatsapp mayo 2025","https://trends.google.com/trends/explore?q=cual%20es%20la%20nueva%20actualizaci%C3%B3n%20de%20whatsapp%20mayo%202025&geo=MX&hl=en-US"
"oleksandr usyk","100+","May 3, 2025 at 11:30:00 PM UTC-6","May 4, 2025 at 12:40:00 AM UTC-6","oleksandr usyk","https://trends.google.com/trends/explore?q=oleksandr%20usyk&geo=MX&hl=en-US"
"interjet","100+","May 5, 2025 at 2:30:00 PM UTC-6","May 5, 2025 at 2:50:00 PM UTC-6","interjet","https://trends.google.com/trends/explore?q=interjet&geo=MX&hl=en-US"
"gavi","200+","May 3, 2025 at 3:00:00 PM UTC-6","May 3, 2025 at 4:00:00 PM UTC-6","gavi","https://trends.google.com/trends/explore?q=gavi&geo=MX&hl=en-US"
"los bancos abren mañana","500+","May 1, 2025 at 10:40:00 AM UTC-6","May 1, 2025 at 12:00:00 PM UTC-6","los bancos abren mañana,primero de mayo es festivo","https://trends.google.com/trends/explore?q=los%20bancos%20abren%20ma%C3%B1ana&geo=MX&hl=en-US"
"gervonta davis","100+","May 3, 2025 at 11:30:00 PM UTC-6","May 4, 2025 at 12:40:00 AM UTC-6","gervonta davis","https://trends.google.com/trends/explore?q=gervonta%20davis&geo=MX&hl=en-US"
"partidos de hoy","500+","May 1, 2025 at 8:10:00 PM UTC-6","May 1, 2025 at 9:00:00 PM UTC-6","partidos de hoy","https://trends.google.com/trends/explore?q=partidos%20de%20hoy&geo=MX&hl=en-US"
"clima para hoy","100+","May 4, 2025 at 5:50:00 AM UTC-6","May 4, 2025 at 7:30:00 AM UTC-6","clima para hoy","https://trends.google.com/trends/explore?q=clima%20para%20hoy&geo=MX&hl=en-US"
"manchester","200+","May 1, 2025 at 1:50:00 PM UTC-6","May 1, 2025 at 3:30:00 PM UTC-6","manchester","https://trends.google.com/trends/explore?q=manchester&geo=MX&hl=en-US"
"jake paul","100+","May 3, 2025 at 10:50:00 PM UTC-6","May 4, 2025 at 12:00:00 AM UTC-6","jake paul","https://trends.google.com/trends/explore?q=jake%20paul&geo=MX&hl=en-US"
"maringa fc - atlético mineiro","500+","April 29, 2025 at 4:50:00 PM UTC-6","April 29, 2025 at 7:10:00 PM UTC-6","maringa fc - atlético mineiro","https://trends.google.com/trends/explore?q=maringa%20fc%20-%20atl%C3%A9tico%20mineiro&geo=MX&hl=en-US"
"coco gauff","500+","May 1, 2025 at 9:00:00 AM UTC-6","May 1, 2025 at 10:30:00 AM UTC-6","coco gauff,iga swiatek","https://trends.google.com/trends/explore?q=coco%20gauff&geo=MX&hl=en-US"
"jalen green","200+","May 4, 2025 at 9:10:00 PM UTC-6","May 4, 2025 at 9:30:00 PM UTC-6","jalen green","https://trends.google.com/trends/explore?q=jalen%20green&geo=MX&hl=en-US"
"rangers - athletics","500+","April 30, 2025 at 6:30:00 PM UTC-6","April 30, 2025 at 10:10:00 PM UTC-6","rangers - athletics","https://trends.google.com/trends/explore?q=rangers%20-%20athletics&geo=MX&hl=en-US"
"final champions 2025","200+","April 30, 2025 at 2:00:00 PM UTC-6","April 30, 2025 at 4:00:00 PM UTC-6","final champions 2025","https://trends.google.com/trends/explore?q=final%20champions%202025&geo=MX&hl=en-US"
"white sox - brewers","500+","April 29, 2025 at 6:10:00 PM UTC-6","April 29, 2025 at 9:40:00 PM UTC-6","white sox - brewers","https://trends.google.com/trends/explore?q=white%20sox%20-%20brewers&geo=MX&hl=en-US"
"starlink","200+","May 3, 2025 at 10:10:00 PM UTC-6","May 4, 2025 at 9:10:00 PM UTC-6","starlink","https://trends.google.com/trends/explore?q=starlink&geo=MX&hl=en-US"
"azteca","1K+","May 4, 2025 at 8:50:00 PM UTC-6","May 4, 2025 at 9:10:00 PM UTC-6","azteca,tv azteca","https://trends.google.com/trends/explore?q=azteca&geo=MX&hl=en-US"
"antonelli","200+","May 2, 2025 at 3:30:00 PM UTC-6","May 2, 2025 at 4:30:00 PM UTC-6","antonelli","https://trends.google.com/trends/explore?q=antonelli&geo=MX&hl=en-US"
"daniel marcos","100+","May 3, 2025 at 9:30:00 PM UTC-6","May 3, 2025 at 10:30:00 PM UTC-6","daniel marcos","https://trends.google.com/trends/explore?q=daniel%20marcos&geo=MX&hl=en-US"
"kristjan asllani","100+","May 3, 2025 at 2:00:00 PM UTC-6","May 3, 2025 at 3:10:00 PM UTC-6","kristjan asllani","https://trends.google.com/trends/explore?q=kristjan%20asllani&geo=MX&hl=en-US"
"rangers - athletics","200+","May 1, 2025 at 12:50:00 PM UTC-6","May 1, 2025 at 4:10:00 PM UTC-6","rangers - athletics","https://trends.google.com/trends/explore?q=rangers%20-%20athletics&geo=MX&hl=en-US"
"v","100+","May 4, 2025 at 3:20:00 AM UTC-6","May 4, 2025 at 4:40:00 AM UTC-6","v","https://trends.google.com/trends/explore?q=v&geo=MX&hl=en-US"
"donald trump","500+","April 30, 2025 at 3:30:00 PM UTC-6","April 30, 2025 at 4:50:00 PM UTC-6","donald trump","https://trends.google.com/trends/explore?q=donald%20trump&geo=MX&hl=en-US"
"izzi","200+","May 3, 2025 at 8:00:00 AM UTC-6","May 3, 2025 at 9:00:00 AM UTC-6","izzi","https://trends.google.com/trends/explore?q=izzi&geo=MX&hl=en-US"
"randy arozarena","100+","May 4, 2025 at 10:20:00 AM UTC-6","May 4, 2025 at 11:20:00 AM UTC-6","randy arozarena","https://trends.google.com/trends/explore?q=randy%20arozarena&geo=MX&hl=en-US"
"muere actriz de como dice el dicho","500+","April 29, 2025 at 4:10:00 PM UTC-6","April 29, 2025 at 6:10:00 PM UTC-6","muere actriz de como dice el dicho,como dice el dicho","https://trends.google.com/trends/explore?q=muere%20actriz%20de%20como%20dice%20el%20dicho&geo=MX&hl=en-US"
"catriel y paco amoroso","200+","May 1, 2025 at 11:20:00 AM UTC-6","May 1, 2025 at 1:00:00 PM UTC-6","catriel y paco amoroso","https://trends.google.com/trends/explore?q=catriel%20y%20paco%20amoroso&geo=MX&hl=en-US"
"amazon aranceles","500+","April 29, 2025 at 5:30:00 PM UTC-6","April 29, 2025 at 7:00:00 PM UTC-6","amazon aranceles","https://trends.google.com/trends/explore?q=amazon%20aranceles&geo=MX&hl=en-US"
"harry potter","200+","April 30, 2025 at 7:00:00 AM UTC-6","April 30, 2025 at 9:00:00 AM UTC-6","harry potter","https://trends.google.com/trends/explore?q=harry%20potter&geo=MX&hl=en-US"
"iga świątek","200+","May 1, 2025 at 8:50:00 AM UTC-6","May 1, 2025 at 10:10:00 AM UTC-6","iga świątek","https://trends.google.com/trends/explore?q=iga%20%C5%9Bwi%C4%85tek&geo=MX&hl=en-US"
"petrojet - al-ahly","200+","April 30, 2025 at 11:20:00 AM UTC-6","April 30, 2025 at 1:00:00 PM UTC-6","petrojet - al-ahly","https://trends.google.com/trends/explore?q=petrojet%20-%20al-ahly&geo=MX&hl=en-US"
"hirving lozano","200+","May 4, 2025 at 1:40:00 PM UTC-6","May 4, 2025 at 2:20:00 PM UTC-6","hirving lozano","https://trends.google.com/trends/explore?q=hirving%20lozano&geo=MX&hl=en-US"
"el norte","200+","May 2, 2025 at 8:10:00 AM UTC-6","May 2, 2025 at 9:00:00 PM UTC-6","el norte","https://trends.google.com/trends/explore?q=el%20norte&geo=MX&hl=en-US"
"miesha tate","200+","May 3, 2025 at 8:10:00 PM UTC-6","May 3, 2025 at 8:50:00 PM UTC-6","miesha tate","https://trends.google.com/trends/explore?q=miesha%20tate&geo=MX&hl=en-US"
